survey_id,survey_label,question_id,message_id,generation,game_name,chain_name,answer,selection
1,between,77,68,4,between-category-game-a,riri,2,4
1,between,77,68,4,between-category-game-a,riri,2,4
1,between,77,68,4,between-category-game-a,riri,2,2
1,between,77,68,4,between-category-game-a,riri,2,1
1,between,77,68,4,between-category-game-a,riri,2,4
1,between,77,68,4,between-category-game-a,riri,2,2
1,between,77,68,4,between-category-game-a,riri,2,4
1,between,77,68,4,between-category-game-a,riri,2,4
1,between,98,14,1,between-category-game-a,splish,3,2
1,between,98,14,1,between-category-game-a,splish,3,3
1,between,98,14,1,between-category-game-a,splish,3,3
1,between,98,14,1,between-category-game-a,splish,3,3
1,between,98,14,1,between-category-game-a,splish,3,1
1,between,98,14,1,between-category-game-a,splish,3,4
1,between,98,14,1,between-category-game-a,splish,3,3
1,between,98,14,1,between-category-game-a,splish,3,3
1,between,98,14,1,between-category-game-a,splish,3,4
1,between,98,14,1,between-category-game-a,splish,3,3
1,between,94,36,1,between-category-game-a,splish,3,3
1,between,94,36,1,between-category-game-a,splish,3,3
1,between,94,36,1,between-category-game-a,splish,3,3
1,between,94,36,1,between-category-game-a,splish,3,4
1,between,94,36,1,between-category-game-a,splish,3,3
1,between,94,36,1,between-category-game-a,splish,3,3
1,between,94,36,1,between-category-game-a,splish,3,3
1,between,94,36,1,between-category-game-a,splish,3,3
1,between,100,19,2,between-category-game-a,splish,3,1
1,between,100,19,2,between-category-game-a,splish,3,3
1,between,100,19,2,between-category-game-a,splish,3,3
1,between,100,19,2,between-category-game-a,splish,3,3
1,between,100,19,2,between-category-game-a,splish,3,3
1,between,100,19,2,between-category-game-a,splish,3,1
1,between,100,19,2,between-category-game-a,splish,3,3
1,between,100,19,2,between-category-game-a,splish,3,3
1,between,100,19,2,between-category-game-a,splish,3,3
1,between,100,19,2,between-category-game-a,splish,3,3
1,between,41,63,3,between-category-game-a,heeh,1,3
1,between,41,63,3,between-category-game-a,heeh,1,4
1,between,41,63,3,between-category-game-a,heeh,1,1
1,between,41,63,3,between-category-game-a,heeh,1,4
1,between,41,63,3,between-category-game-a,heeh,1,1
1,between,41,63,3,between-category-game-a,heeh,1,1
1,between,41,63,3,between-category-game-a,heeh,1,1
1,between,90,126,5,between-category-game-a,riri,2,4
1,between,90,126,5,between-category-game-a,riri,2,4
1,between,90,126,5,between-category-game-a,riri,2,4
1,between,90,126,5,between-category-game-a,riri,2,4
1,between,90,126,5,between-category-game-a,riri,2,4
1,between,90,126,5,between-category-game-a,riri,2,4
1,between,74,31,3,between-category-game-a,riri,2,4
1,between,74,31,3,between-category-game-a,riri,2,4
1,between,74,31,3,between-category-game-a,riri,2,4
1,between,74,31,3,between-category-game-a,riri,2,4
1,between,74,31,3,between-category-game-a,riri,2,2
1,between,74,31,3,between-category-game-a,riri,2,3
1,between,74,31,3,between-category-game-a,riri,2,2
1,between,74,31,3,between-category-game-a,riri,2,1
1,between,74,31,3,between-category-game-a,riri,2,4
1,between,74,31,3,between-category-game-a,riri,2,4
1,between,74,31,3,between-category-game-a,riri,2,2
1,between,74,31,3,between-category-game-a,riri,2,2
1,between,67,118,2,between-category-game-a,riri,2,3
1,between,67,118,2,between-category-game-a,riri,2,1
1,between,67,118,2,between-category-game-a,riri,2,4
1,between,67,118,2,between-category-game-a,riri,2,1
1,between,67,118,2,between-category-game-a,riri,2,1
1,between,67,118,2,between-category-game-a,riri,2,3
1,between,67,118,2,between-category-game-a,riri,2,1
1,between,67,118,2,between-category-game-a,riri,2,1
1,between,67,118,2,between-category-game-a,riri,2,1
1,between,67,118,2,between-category-game-a,riri,2,1
1,between,4,18,2,between-category-game-a,frip,4,1
1,between,4,18,2,between-category-game-a,frip,4,4
1,between,4,18,2,between-category-game-a,frip,4,4
1,between,4,18,2,between-category-game-a,frip,4,4
1,between,4,18,2,between-category-game-a,frip,4,4
1,between,4,18,2,between-category-game-a,frip,4,4
1,between,4,18,2,between-category-game-a,frip,4,4
1,between,4,18,2,between-category-game-a,frip,4,4
1,between,4,18,2,between-category-game-a,frip,4,4
1,between,42,57,3,between-category-game-a,heeh,1,4
1,between,42,57,3,between-category-game-a,heeh,1,4
1,between,42,57,3,between-category-game-a,heeh,1,4
1,between,42,57,3,between-category-game-a,heeh,1,4
1,between,42,57,3,between-category-game-a,heeh,1,1
1,between,42,57,3,between-category-game-a,heeh,1,1
1,between,42,57,3,between-category-game-a,heeh,1,1
1,between,42,57,3,between-category-game-a,heeh,1,1
1,between,34,26,2,between-category-game-a,heeh,1,3
1,between,34,26,2,between-category-game-a,heeh,1,1
1,between,34,26,2,between-category-game-a,heeh,1,1
1,between,34,26,2,between-category-game-a,heeh,1,1
1,between,34,26,2,between-category-game-a,heeh,1,1
1,between,34,26,2,between-category-game-a,heeh,1,1
1,between,34,26,2,between-category-game-a,heeh,1,1
1,between,34,26,2,between-category-game-a,heeh,1,3
1,between,34,26,2,between-category-game-a,heeh,1,1
1,between,34,26,2,between-category-game-a,heeh,1,1
1,between,34,26,2,between-category-game-a,heeh,1,1
1,between,76,110,4,between-category-game-a,riri,2,2
1,between,76,110,4,between-category-game-a,riri,2,3
1,between,76,110,4,between-category-game-a,riri,2,4
1,between,76,110,4,between-category-game-a,riri,2,2
1,between,76,110,4,between-category-game-a,riri,2,4
1,between,76,110,4,between-category-game-a,riri,2,4
1,between,76,110,4,between-category-game-a,riri,2,3
1,between,76,110,4,between-category-game-a,riri,2,1
1,between,76,110,4,between-category-game-a,riri,2,3
1,between,76,110,4,between-category-game-a,riri,2,3
1,between,76,110,4,between-category-game-a,riri,2,3
1,between,76,110,4,between-category-game-a,riri,2,2
1,between,96,20,1,between-category-game-a,splish,3,2
1,between,96,20,1,between-category-game-a,splish,3,2
1,between,96,20,1,between-category-game-a,splish,3,3
1,between,96,20,1,between-category-game-a,splish,3,3
1,between,96,20,1,between-category-game-a,splish,3,3
1,between,96,20,1,between-category-game-a,splish,3,4
1,between,96,20,1,between-category-game-a,splish,3,2
1,between,96,20,1,between-category-game-a,splish,3,3
1,between,96,20,1,between-category-game-a,splish,3,2
1,between,96,20,1,between-category-game-a,splish,3,2
1,between,96,20,1,between-category-game-a,splish,3,3
1,between,38,35,2,between-category-game-a,heeh,1,1
1,between,38,35,2,between-category-game-a,heeh,1,1
1,between,38,35,2,between-category-game-a,heeh,1,3
1,between,38,35,2,between-category-game-a,heeh,1,1
1,between,38,35,2,between-category-game-a,heeh,1,1
1,between,38,35,2,between-category-game-a,heeh,1,1
1,between,38,35,2,between-category-game-a,heeh,1,2
1,between,38,35,2,between-category-game-a,heeh,1,1
1,between,38,35,2,between-category-game-a,heeh,1,4
1,between,38,35,2,between-category-game-a,heeh,1,2
1,between,38,35,2,between-category-game-a,heeh,1,1
1,between,38,35,2,between-category-game-a,heeh,1,1
1,between,38,35,2,between-category-game-a,heeh,1,4
1,between,38,35,2,between-category-game-a,heeh,1,1
1,between,65,22,2,between-category-game-a,riri,2,1
1,between,65,22,2,between-category-game-a,riri,2,1
1,between,65,22,2,between-category-game-a,riri,2,1
1,between,65,22,2,between-category-game-a,riri,2,1
1,between,65,22,2,between-category-game-a,riri,2,4
1,between,65,22,2,between-category-game-a,riri,2,2
1,between,65,22,2,between-category-game-a,riri,2,1
1,between,65,22,2,between-category-game-a,riri,2,1
1,between,65,22,2,between-category-game-a,riri,2,1
1,between,65,22,2,between-category-game-a,riri,2,4
1,between,65,22,2,between-category-game-a,riri,2,1
1,between,65,22,2,between-category-game-a,riri,2,1
1,between,65,22,2,between-category-game-a,riri,2,2
1,between,65,22,2,between-category-game-a,riri,2,1
1,between,65,22,2,between-category-game-a,riri,2,1
1,between,65,22,2,between-category-game-a,riri,2,3
1,between,65,22,2,between-category-game-a,riri,2,1
1,between,65,22,2,between-category-game-a,riri,2,2
1,between,81,105,4,between-category-game-a,riri,2,4
1,between,81,105,4,between-category-game-a,riri,2,1
1,between,81,105,4,between-category-game-a,riri,2,1
1,between,81,105,4,between-category-game-a,riri,2,3
1,between,81,105,4,between-category-game-a,riri,2,4
1,between,81,105,4,between-category-game-a,riri,2,4
1,between,81,105,4,between-category-game-a,riri,2,4
1,between,18,58,3,between-category-game-a,frip,4,2
1,between,18,58,3,between-category-game-a,frip,4,3
1,between,18,58,3,between-category-game-a,frip,4,3
1,between,18,58,3,between-category-game-a,frip,4,3
1,between,18,58,3,between-category-game-a,frip,4,3
1,between,18,58,3,between-category-game-a,frip,4,3
1,between,18,58,3,between-category-game-a,frip,4,4
1,between,18,58,3,between-category-game-a,frip,4,3
1,between,18,58,3,between-category-game-a,frip,4,1
1,between,18,58,3,between-category-game-a,frip,4,4
1,between,18,58,3,between-category-game-a,frip,4,3
1,between,18,58,3,between-category-game-a,frip,4,3
1,between,18,58,3,between-category-game-a,frip,4,4
1,between,31,10,1,between-category-game-a,heeh,1,1
1,between,31,10,1,between-category-game-a,heeh,1,1
1,between,31,10,1,between-category-game-a,heeh,1,2
1,between,31,10,1,between-category-game-a,heeh,1,1
1,between,31,10,1,between-category-game-a,heeh,1,3
1,between,31,10,1,between-category-game-a,heeh,1,4
1,between,31,10,1,between-category-game-a,heeh,1,1
1,between,31,10,1,between-category-game-a,heeh,1,1
1,between,31,10,1,between-category-game-a,heeh,1,3
1,between,31,10,1,between-category-game-a,heeh,1,4
1,between,119,72,6,between-category-game-a,splish,3,2
1,between,119,72,6,between-category-game-a,splish,3,3
1,between,119,72,6,between-category-game-a,splish,3,2
1,between,119,72,6,between-category-game-a,splish,3,3
1,between,119,72,6,between-category-game-a,splish,3,3
1,between,119,72,6,between-category-game-a,splish,3,3
1,between,119,72,6,between-category-game-a,splish,3,3
1,between,119,72,6,between-category-game-a,splish,3,3
1,between,52,98,4,between-category-game-a,heeh,1,2
1,between,52,98,4,between-category-game-a,heeh,1,1
1,between,52,98,4,between-category-game-a,heeh,1,1
1,between,52,98,4,between-category-game-a,heeh,1,1
1,between,52,98,4,between-category-game-a,heeh,1,1
1,between,52,98,4,between-category-game-a,heeh,1,1
1,between,52,98,4,between-category-game-a,heeh,1,2
1,between,52,98,4,between-category-game-a,heeh,1,1
1,between,52,98,4,between-category-game-a,heeh,1,1
1,between,52,98,4,between-category-game-a,heeh,1,1
1,between,52,98,4,between-category-game-a,heeh,1,2
1,between,52,98,4,between-category-game-a,heeh,1,1
1,between,52,98,4,between-category-game-a,heeh,1,1
1,between,52,98,4,between-category-game-a,heeh,1,2
1,between,118,89,5,between-category-game-a,splish,3,3
1,between,118,89,5,between-category-game-a,splish,3,3
1,between,118,89,5,between-category-game-a,splish,3,3
1,between,118,89,5,between-category-game-a,splish,3,2
1,between,118,89,5,between-category-game-a,splish,3,3
1,between,118,89,5,between-category-game-a,splish,3,4
1,between,118,89,5,between-category-game-a,splish,3,3
1,between,118,89,5,between-category-game-a,splish,3,3
1,between,118,89,5,between-category-game-a,splish,3,3
1,between,118,89,5,between-category-game-a,splish,3,3
1,between,118,89,5,between-category-game-a,splish,3,3
1,between,78,121,4,between-category-game-a,riri,2,3
1,between,78,121,4,between-category-game-a,riri,2,1
1,between,78,121,4,between-category-game-a,riri,2,1
1,between,78,121,4,between-category-game-a,riri,2,1
1,between,78,121,4,between-category-game-a,riri,2,1
1,between,78,121,4,between-category-game-a,riri,2,1
1,between,78,121,4,between-category-game-a,riri,2,2
1,between,78,121,4,between-category-game-a,riri,2,1
1,between,78,121,4,between-category-game-a,riri,2,2
1,between,78,121,4,between-category-game-a,riri,2,3
1,between,83,70,4,between-category-game-a,riri,2,4
1,between,83,70,4,between-category-game-a,riri,2,1
1,between,83,70,4,between-category-game-a,riri,2,4
1,between,83,70,4,between-category-game-a,riri,2,1
1,between,83,70,4,between-category-game-a,riri,2,2
1,between,83,70,4,between-category-game-a,riri,2,1
1,between,83,70,4,between-category-game-a,riri,2,4
1,between,83,70,4,between-category-game-a,riri,2,2
1,between,83,70,4,between-category-game-a,riri,2,1
1,between,83,70,4,between-category-game-a,riri,2,1
1,between,83,70,4,between-category-game-a,riri,2,4
1,between,23,82,3,between-category-game-a,frip,4,4
1,between,23,82,3,between-category-game-a,frip,4,4
1,between,23,82,3,between-category-game-a,frip,4,4
1,between,23,82,3,between-category-game-a,frip,4,4
1,between,23,82,3,between-category-game-a,frip,4,4
1,between,23,82,3,between-category-game-a,frip,4,4
1,between,23,82,3,between-category-game-a,frip,4,4
1,between,23,82,3,between-category-game-a,frip,4,3
1,between,23,82,3,between-category-game-a,frip,4,4
1,between,55,117,4,between-category-game-a,heeh,1,4
1,between,55,117,4,between-category-game-a,heeh,1,1
1,between,55,117,4,between-category-game-a,heeh,1,1
1,between,55,117,4,between-category-game-a,heeh,1,3
1,between,55,117,4,between-category-game-a,heeh,1,4
1,between,55,117,4,between-category-game-a,heeh,1,1
1,between,55,117,4,between-category-game-a,heeh,1,1
1,between,55,117,4,between-category-game-a,heeh,1,1
1,between,55,117,4,between-category-game-a,heeh,1,1
1,between,55,117,4,between-category-game-a,heeh,1,4
1,between,55,117,4,between-category-game-a,heeh,1,1
1,between,55,117,4,between-category-game-a,heeh,1,1
1,between,55,117,4,between-category-game-a,heeh,1,1
1,between,11,78,2,between-category-game-a,frip,4,3
1,between,11,78,2,between-category-game-a,frip,4,4
1,between,11,78,2,between-category-game-a,frip,4,4
1,between,11,78,2,between-category-game-a,frip,4,4
1,between,11,78,2,between-category-game-a,frip,4,4
1,between,11,78,2,between-category-game-a,frip,4,4
1,between,11,78,2,between-category-game-a,frip,4,4
1,between,11,78,2,between-category-game-a,frip,4,4
1,between,11,78,2,between-category-game-a,frip,4,3
1,between,22,116,3,between-category-game-a,frip,4,3
1,between,22,116,3,between-category-game-a,frip,4,3
1,between,22,116,3,between-category-game-a,frip,4,4
1,between,22,116,3,between-category-game-a,frip,4,1
1,between,22,116,3,between-category-game-a,frip,4,4
1,between,22,116,3,between-category-game-a,frip,4,4
1,between,22,116,3,between-category-game-a,frip,4,4
1,between,22,116,3,between-category-game-a,frip,4,2
1,between,22,116,3,between-category-game-a,frip,4,4
1,between,22,116,3,between-category-game-a,frip,4,3
1,between,26,77,4,between-category-game-a,frip,4,4
1,between,26,77,4,between-category-game-a,frip,4,4
1,between,26,77,4,between-category-game-a,frip,4,3
1,between,26,77,4,between-category-game-a,frip,4,4
1,between,26,77,4,between-category-game-a,frip,4,2
1,between,26,77,4,between-category-game-a,frip,4,4
1,between,26,77,4,between-category-game-a,frip,4,4
1,between,26,77,4,between-category-game-a,frip,4,4
1,between,26,77,4,between-category-game-a,frip,4,4
1,between,70,95,3,between-category-game-a,riri,2,1
1,between,70,95,3,between-category-game-a,riri,2,1
1,between,70,95,3,between-category-game-a,riri,2,1
1,between,70,95,3,between-category-game-a,riri,2,2
1,between,70,95,3,between-category-game-a,riri,2,1
1,between,70,95,3,between-category-game-a,riri,2,1
1,between,70,95,3,between-category-game-a,riri,2,1
1,between,70,95,3,between-category-game-a,riri,2,2
1,between,70,95,3,between-category-game-a,riri,2,4
1,between,70,95,3,between-category-game-a,riri,2,1
1,between,70,95,3,between-category-game-a,riri,2,2
1,between,70,95,3,between-category-game-a,riri,2,1
1,between,63,16,2,between-category-game-a,riri,2,1
1,between,63,16,2,between-category-game-a,riri,2,4
1,between,63,16,2,between-category-game-a,riri,2,4
1,between,63,16,2,between-category-game-a,riri,2,2
1,between,63,16,2,between-category-game-a,riri,2,4
1,between,63,16,2,between-category-game-a,riri,2,4
1,between,63,16,2,between-category-game-a,riri,2,1
1,between,63,16,2,between-category-game-a,riri,2,4
1,between,63,16,2,between-category-game-a,riri,2,4
1,between,39,32,3,between-category-game-a,heeh,1,1
1,between,39,32,3,between-category-game-a,heeh,1,1
1,between,39,32,3,between-category-game-a,heeh,1,3
1,between,39,32,3,between-category-game-a,heeh,1,4
1,between,39,32,3,between-category-game-a,heeh,1,3
1,between,39,32,3,between-category-game-a,heeh,1,3
1,between,39,32,3,between-category-game-a,heeh,1,1
1,between,39,32,3,between-category-game-a,heeh,1,1
1,between,39,32,3,between-category-game-a,heeh,1,4
1,between,13,55,2,between-category-game-a,frip,4,4
1,between,13,55,2,between-category-game-a,frip,4,4
1,between,13,55,2,between-category-game-a,frip,4,4
1,between,13,55,2,between-category-game-a,frip,4,4
1,between,13,55,2,between-category-game-a,frip,4,4
1,between,13,55,2,between-category-game-a,frip,4,4
1,between,13,55,2,between-category-game-a,frip,4,4
1,between,13,55,2,between-category-game-a,frip,4,4
1,between,13,55,2,between-category-game-a,frip,4,4
1,between,13,55,2,between-category-game-a,frip,4,4
1,between,13,55,2,between-category-game-a,frip,4,4
1,between,13,55,2,between-category-game-a,frip,4,4
1,between,68,17,3,between-category-game-a,riri,2,2
1,between,68,17,3,between-category-game-a,riri,2,4
1,between,68,17,3,between-category-game-a,riri,2,4
1,between,68,17,3,between-category-game-a,riri,2,2
1,between,68,17,3,between-category-game-a,riri,2,2
1,between,68,17,3,between-category-game-a,riri,2,1
1,between,68,17,3,between-category-game-a,riri,2,3
1,between,68,17,3,between-category-game-a,riri,2,4
1,between,43,135,3,between-category-game-a,heeh,1,1
1,between,43,135,3,between-category-game-a,heeh,1,4
1,between,43,135,3,between-category-game-a,heeh,1,4
1,between,43,135,3,between-category-game-a,heeh,1,1
1,between,43,135,3,between-category-game-a,heeh,1,4
1,between,43,135,3,between-category-game-a,heeh,1,3
1,between,43,135,3,between-category-game-a,heeh,1,1
1,between,43,135,3,between-category-game-a,heeh,1,2
1,between,43,135,3,between-category-game-a,heeh,1,1
1,between,43,135,3,between-category-game-a,heeh,1,1
1,between,17,71,3,between-category-game-a,frip,4,4
1,between,17,71,3,between-category-game-a,frip,4,4
1,between,17,71,3,between-category-game-a,frip,4,4
1,between,17,71,3,between-category-game-a,frip,4,4
1,between,17,71,3,between-category-game-a,frip,4,3
1,between,17,71,3,between-category-game-a,frip,4,4
1,between,17,71,3,between-category-game-a,frip,4,4
1,between,17,71,3,between-category-game-a,frip,4,4
1,between,62,59,1,between-category-game-a,riri,2,2
1,between,62,59,1,between-category-game-a,riri,2,2
1,between,62,59,1,between-category-game-a,riri,2,2
1,between,62,59,1,between-category-game-a,riri,2,3
1,between,62,59,1,between-category-game-a,riri,2,2
1,between,62,59,1,between-category-game-a,riri,2,1
1,between,62,59,1,between-category-game-a,riri,2,2
1,between,62,59,1,between-category-game-a,riri,2,1
1,between,62,59,1,between-category-game-a,riri,2,4
1,between,62,59,1,between-category-game-a,riri,2,2
1,between,62,59,1,between-category-game-a,riri,2,1
1,between,62,59,1,between-category-game-a,riri,2,2
1,between,62,59,1,between-category-game-a,riri,2,3
1,between,10,94,2,between-category-game-a,frip,4,4
1,between,10,94,2,between-category-game-a,frip,4,1
1,between,10,94,2,between-category-game-a,frip,4,4
1,between,10,94,2,between-category-game-a,frip,4,3
1,between,10,94,2,between-category-game-a,frip,4,4
1,between,10,94,2,between-category-game-a,frip,4,4
1,between,10,94,2,between-category-game-a,frip,4,4
1,between,10,94,2,between-category-game-a,frip,4,4
1,between,10,94,2,between-category-game-a,frip,4,4
1,between,10,94,2,between-category-game-a,frip,4,4
1,between,10,94,2,between-category-game-a,frip,4,4
1,between,10,94,2,between-category-game-a,frip,4,4
1,between,10,94,2,between-category-game-a,frip,4,2
1,between,24,48,4,between-category-game-a,frip,4,2
1,between,24,48,4,between-category-game-a,frip,4,4
1,between,24,48,4,between-category-game-a,frip,4,2
1,between,24,48,4,between-category-game-a,frip,4,4
1,between,24,48,4,between-category-game-a,frip,4,3
1,between,24,48,4,between-category-game-a,frip,4,4
1,between,24,48,4,between-category-game-a,frip,4,3
1,between,104,79,2,between-category-game-a,splish,3,3
1,between,104,79,2,between-category-game-a,splish,3,3
1,between,104,79,2,between-category-game-a,splish,3,3
1,between,104,79,2,between-category-game-a,splish,3,3
1,between,104,79,2,between-category-game-a,splish,3,3
1,between,104,79,2,between-category-game-a,splish,3,3
1,between,104,79,2,between-category-game-a,splish,3,2
1,between,104,79,2,between-category-game-a,splish,3,3
1,between,104,79,2,between-category-game-a,splish,3,3
1,between,104,79,2,between-category-game-a,splish,3,3
1,between,104,79,2,between-category-game-a,splish,3,3
1,between,104,79,2,between-category-game-a,splish,3,3
1,between,104,79,2,between-category-game-a,splish,3,1
1,between,104,79,2,between-category-game-a,splish,3,3
1,between,104,79,2,between-category-game-a,splish,3,1
1,between,104,79,2,between-category-game-a,splish,3,3
1,between,12,114,2,between-category-game-a,frip,4,4
1,between,12,114,2,between-category-game-a,frip,4,4
1,between,12,114,2,between-category-game-a,frip,4,4
1,between,12,114,2,between-category-game-a,frip,4,1
1,between,12,114,2,between-category-game-a,frip,4,3
1,between,12,114,2,between-category-game-a,frip,4,4
1,between,12,114,2,between-category-game-a,frip,4,1
1,between,12,114,2,between-category-game-a,frip,4,4
1,between,12,114,2,between-category-game-a,frip,4,4
