survey_id,survey_label,question_id,given,given_game,given_chain,generation,answer
1,between,71,81,between-category-game-a,riri,3,2
1,between,72,54,between-category-game-a,riri,3,2
12,between-splish,587,54,between-category-game-a,riri,3,2
1,between,73,50,between-category-game-a,riri,3,2
12,between-splish,594,50,between-category-game-a,riri,3,2
1,between,74,31,between-category-game-a,riri,3,2
1,between,75,27,between-category-game-a,riri,4,2
1,between,76,110,between-category-game-a,riri,4,2
1,between,77,68,between-category-game-a,riri,4,2
12,between-splish,553,68,between-category-game-a,riri,4,2
1,between,78,121,between-category-game-a,riri,4,2
12,between-splish,619,121,between-category-game-a,riri,4,2
1,between,79,64,between-category-game-a,riri,4,2
12,between-splish,557,64,between-category-game-a,riri,4,2
1,between,80,38,between-category-game-a,riri,4,2
12,between-splish,576,38,between-category-game-a,riri,4,2
1,between,81,105,between-category-game-a,riri,4,2
12,between-splish,614,105,between-category-game-a,riri,4,2
1,between,82,87,between-category-game-a,riri,4,2
12,between-splish,629,87,between-category-game-a,riri,4,2
1,between,83,70,between-category-game-a,riri,4,2
1,between,84,43,between-category-game-a,riri,5,2
1,between,85,125,between-category-game-a,riri,5,2
12,between-splish,632,125,between-category-game-a,riri,5,2
1,between,86,113,between-category-game-a,riri,5,2
1,between,87,130,between-category-game-a,riri,5,2
1,between,88,137,between-category-game-a,riri,5,2
12,between-splish,572,137,between-category-game-a,riri,5,2
1,between,89,84,between-category-game-a,riri,5,2
12,between-splish,647,84,between-category-game-a,riri,5,2
1,between,90,126,between-category-game-a,riri,5,2
1,between,91,101,between-category-game-a,riri,6,2
1,between,92,11,between-category-game-a,splish,1,3
12,between-splish,433,11,between-category-game-a,splish,1,3
13,within-splish,707,11,between-category-game-a,splish,1,138
1,between,93,25,between-category-game-a,splish,1,3
12,between-splish,437,25,between-category-game-a,splish,1,3
13,within-splish,711,25,between-category-game-a,splish,1,138
1,between,94,36,between-category-game-a,splish,1,3
12,between-splish,438,36,between-category-game-a,splish,1,3
13,within-splish,712,36,between-category-game-a,splish,1,138
1,between,95,45,between-category-game-a,splish,1,3
12,between-splish,439,45,between-category-game-a,splish,1,3
13,within-splish,713,45,between-category-game-a,splish,1,138
1,between,96,20,between-category-game-a,splish,1,3
12,between-splish,440,20,between-category-game-a,splish,1,3
13,within-splish,714,20,between-category-game-a,splish,1,138
1,between,97,52,between-category-game-a,splish,1,3
12,between-splish,441,52,between-category-game-a,splish,1,3
13,within-splish,715,52,between-category-game-a,splish,1,138
1,between,98,14,between-category-game-a,splish,1,3
12,between-splish,442,14,between-category-game-a,splish,1,3
13,within-splish,716,14,between-category-game-a,splish,1,138
1,between,99,88,between-category-game-a,splish,1,3
12,between-splish,443,88,between-category-game-a,splish,1,3
13,within-splish,717,88,between-category-game-a,splish,1,138
1,between,100,19,between-category-game-a,splish,2,3
12,between-splish,444,19,between-category-game-a,splish,2,3
13,within-splish,718,19,between-category-game-a,splish,2,138
1,between,101,61,between-category-game-a,splish,2,3
12,between-splish,445,61,between-category-game-a,splish,2,3
13,within-splish,719,61,between-category-game-a,splish,2,138
1,between,102,127,between-category-game-a,splish,2,3
12,between-splish,446,127,between-category-game-a,splish,2,3
13,within-splish,720,127,between-category-game-a,splish,2,138
1,between,103,28,between-category-game-a,splish,2,3
12,between-splish,447,28,between-category-game-a,splish,2,3
13,within-splish,721,28,between-category-game-a,splish,2,138
1,between,104,79,between-category-game-a,splish,2,3
12,between-splish,448,79,between-category-game-a,splish,2,3
13,within-splish,722,79,between-category-game-a,splish,2,138
1,between,105,49,between-category-game-a,splish,2,3
12,between-splish,449,49,between-category-game-a,splish,2,3
13,within-splish,723,49,between-category-game-a,splish,2,138
1,between,106,109,between-category-game-a,splish,2,3
12,between-splish,450,109,between-category-game-a,splish,2,3
13,within-splish,724,109,between-category-game-a,splish,2,138
1,between,107,122,between-category-game-a,splish,2,3
12,between-splish,451,122,between-category-game-a,splish,2,3
13,within-splish,725,122,between-category-game-a,splish,2,138
1,between,108,40,between-category-game-a,splish,2,3
12,between-splish,452,40,between-category-game-a,splish,2,3
13,within-splish,726,40,between-category-game-a,splish,2,138
1,between,109,76,between-category-game-a,splish,2,3
12,between-splish,453,76,between-category-game-a,splish,2,3
13,within-splish,727,76,between-category-game-a,splish,2,138
1,between,110,99,between-category-game-a,splish,2,3
12,between-splish,454,99,between-category-game-a,splish,2,3
13,within-splish,728,99,between-category-game-a,splish,2,138
1,between,111,44,between-category-game-a,splish,3,3
12,between-splish,455,44,between-category-game-a,splish,3,3
13,within-splish,729,44,between-category-game-a,splish,3,138
1,between,112,136,between-category-game-a,splish,3,3
12,between-splish,456,136,between-category-game-a,splish,3,3
13,within-splish,730,136,between-category-game-a,splish,3,138
1,between,113,69,between-category-game-a,splish,3,3
12,between-splish,457,69,between-category-game-a,splish,3,3
13,within-splish,731,69,between-category-game-a,splish,3,138
1,between,114,96,between-category-game-a,splish,3,3
12,between-splish,458,96,between-category-game-a,splish,3,3
13,within-splish,732,96,between-category-game-a,splish,3,138
1,between,115,119,between-category-game-a,splish,3,3
12,between-splish,459,119,between-category-game-a,splish,3,3
13,within-splish,733,119,between-category-game-a,splish,3,138
1,between,116,56,between-category-game-a,splish,4,3
12,between-splish,460,56,between-category-game-a,splish,4,3
13,within-splish,734,56,between-category-game-a,splish,4,138
1,between,117,65,between-category-game-a,splish,5,3
12,between-splish,466,65,between-category-game-a,splish,5,3
13,within-splish,740,65,between-category-game-a,splish,5,138
1,between,118,89,between-category-game-a,splish,5,3
12,between-splish,469,89,between-category-game-a,splish,5,3
13,within-splish,743,89,between-category-game-a,splish,5,138
1,between,119,72,between-category-game-a,splish,6,3
12,between-splish,472,72,between-category-game-a,splish,6,3
13,within-splish,746,72,between-category-game-a,splish,6,138
1,between,120,112,between-category-game-a,splish,6,3
12,between-splish,474,112,between-category-game-a,splish,6,3
13,within-splish,748,112,between-category-game-a,splish,6,138
1,between,121,106,between-category-game-a,splish,6,3
12,between-splish,475,106,between-category-game-a,splish,6,3
13,within-splish,749,106,between-category-game-a,splish,6,138
1,between,122,132,between-category-game-a,splish,6,3
12,between-splish,476,132,between-category-game-a,splish,6,3
13,within-splish,750,132,between-category-game-a,splish,6,138
2,within,123,146,within-category-game-a,spliff,1,139
13,within-splish,806,146,within-category-game-a,spliff,1,139
2,within,124,222,within-category-game-a,spliff,1,139
13,within-splish,819,222,within-category-game-a,spliff,1,139
2,within,125,152,within-category-game-a,spliff,2,139
13,within-splish,851,152,within-category-game-a,spliff,2,139
2,within,126,164,within-category-game-a,spliff,2,139
13,within-splish,862,164,within-category-game-a,spliff,2,139
2,within,127,228,within-category-game-a,spliff,2,139
13,within-splish,833,228,within-category-game-a,spliff,2,139
2,within,128,210,within-category-game-a,spliff,3,139
13,within-splish,832,210,within-category-game-a,spliff,3,139
2,within,129,147,within-category-game-a,splish,1,138
12,between-splish,495,147,within-category-game-a,splish,1,3
13,within-splish,651,147,within-category-game-a,splish,1,138
2,within,130,149,within-category-game-a,splish,1,138
12,between-splish,500,149,within-category-game-a,splish,1,3
13,within-splish,656,149,within-category-game-a,splish,1,138
2,within,131,162,within-category-game-a,splish,2,138
12,between-splish,501,162,within-category-game-a,splish,2,3
13,within-splish,657,162,within-category-game-a,splish,2,138
2,within,132,161,within-category-game-a,splish,2,138
12,between-splish,502,161,within-category-game-a,splish,2,3
13,within-splish,658,161,within-category-game-a,splish,2,138
2,within,133,165,within-category-game-a,splish,2,138
12,between-splish,503,165,within-category-game-a,splish,2,3
13,within-splish,659,165,within-category-game-a,splish,2,138
2,within,134,180,within-category-game-a,splish,2,138
12,between-splish,504,180,within-category-game-a,splish,2,3
13,within-splish,660,180,within-category-game-a,splish,2,138
2,within,135,181,within-category-game-a,splish,2,138
12,between-splish,505,181,within-category-game-a,splish,2,3
13,within-splish,661,181,within-category-game-a,splish,2,138
2,within,136,171,within-category-game-a,splish,3,138
12,between-splish,506,171,within-category-game-a,splish,3,3
13,within-splish,662,171,within-category-game-a,splish,3,138
2,within,137,232,within-category-game-a,splish,3,138
12,between-splish,507,232,within-category-game-a,splish,3,3
13,within-splish,663,232,within-category-game-a,splish,3,138
2,within,138,197,within-category-game-a,splish,3,138
12,between-splish,508,197,within-category-game-a,splish,3,3
13,within-splish,664,197,within-category-game-a,splish,3,138
2,within,139,226,within-category-game-a,splish,3,138
12,between-splish,509,226,within-category-game-a,splish,3,3
13,within-splish,665,226,within-category-game-a,splish,3,138
2,within,140,188,within-category-game-a,splish,3,138
12,between-splish,510,188,within-category-game-a,splish,3,3
13,within-splish,666,188,within-category-game-a,splish,3,138
2,within,141,255,within-category-game-a,splish,3,138
12,between-splish,511,255,within-category-game-a,splish,3,3
13,within-splish,667,255,within-category-game-a,splish,3,138
2,within,142,247,within-category-game-a,splish,4,138
12,between-splish,512,247,within-category-game-a,splish,4,3
13,within-splish,668,247,within-category-game-a,splish,4,138
2,within,143,231,within-category-game-a,splish,4,138
12,between-splish,513,231,within-category-game-a,splish,4,3
13,within-splish,669,231,within-category-game-a,splish,4,138
2,within,144,260,within-category-game-a,splish,4,138
12,between-splish,514,260,within-category-game-a,splish,4,3
13,within-splish,670,260,within-category-game-a,splish,4,138
2,within,145,214,within-category-game-a,splish,4,138
12,between-splish,515,214,within-category-game-a,splish,4,3
13,within-splish,671,214,within-category-game-a,splish,4,138
2,within,146,256,within-category-game-a,splish,4,138
12,between-splish,516,256,within-category-game-a,splish,4,3
13,within-splish,672,256,within-category-game-a,splish,4,138
2,within,147,206,within-category-game-a,splish,4,138
12,between-splish,517,206,within-category-game-a,splish,4,3
13,within-splish,673,206,within-category-game-a,splish,4,138
2,within,148,268,within-category-game-a,splish,4,138
12,between-splish,518,268,within-category-game-a,splish,4,3
13,within-splish,674,268,within-category-game-a,splish,4,138
2,within,149,208,within-category-game-a,splish,5,138
12,between-splish,519,208,within-category-game-a,splish,5,3
13,within-splish,675,208,within-category-game-a,splish,5,138
2,within,150,221,within-category-game-a,splish,5,138
12,between-splish,522,221,within-category-game-a,splish,5,3
13,within-splish,678,221,within-category-game-a,splish,5,138
2,within,151,238,within-category-game-a,splish,6,138
12,between-splish,527,238,within-category-game-a,splish,6,3
13,within-splish,683,238,within-category-game-a,splish,6,138
2,within,152,243,within-category-game-a,splish,6,138
12,between-splish,531,243,within-category-game-a,splish,6,3
13,within-splish,687,243,within-category-game-a,splish,6,138
2,within,153,265,within-category-game-a,splish,7,138
12,between-splish,535,265,within-category-game-a,splish,7,3
13,within-splish,691,265,within-category-game-a,splish,7,138
2,within,154,275,within-category-game-a,splish,7,138
12,between-splish,536,275,within-category-game-a,splish,7,3
13,within-splish,692,275,within-category-game-a,splish,7,138
2,within,155,156,within-category-game-a,sploush,1,140
13,within-splish,828,156,within-category-game-a,sploush,1,140
2,within,156,150,within-category-game-a,sploush,1,140
13,within-splish,815,150,within-category-game-a,sploush,1,140
2,within,157,168,within-category-game-a,sploush,2,140
13,within-splish,782,168,within-category-game-a,sploush,2,140
2,within,158,187,within-category-game-a,sploush,2,140
2,within,159,191,within-category-game-a,sploush,2,140
2,within,160,167,within-category-game-a,sploush,2,140
13,within-splish,793,167,within-category-game-a,sploush,2,140
2,within,161,173,within-category-game-a,sploush,3,140
2,within,162,219,within-category-game-a,sploush,3,140
13,within-splish,789,219,within-category-game-a,sploush,3,140
2,within,163,174,within-category-game-a,sploush,3,140
13,within-splish,864,174,within-category-game-a,sploush,3,140
2,within,164,179,within-category-game-a,sploush,3,140
2,within,165,236,within-category-game-a,sploush,3,140
13,within-splish,779,236,within-category-game-a,sploush,3,140
2,within,166,195,within-category-game-a,sploush,3,140
13,within-splish,820,195,within-category-game-a,sploush,3,140
2,within,167,237,within-category-game-a,sploush,3,140
2,within,168,257,within-category-game-a,sploush,4,140
13,within-splish,804,257,within-category-game-a,sploush,4,140
2,within,169,272,within-category-game-a,sploush,4,140
13,within-splish,826,272,within-category-game-a,sploush,4,140
2,within,170,244,within-category-game-a,sploush,4,140
13,within-splish,814,244,within-category-game-a,sploush,4,140
2,within,171,242,within-category-game-a,sploush,4,140
13,within-splish,809,242,within-category-game-a,sploush,4,140
2,within,172,267,within-category-game-a,sploush,4,140
13,within-splish,841,267,within-category-game-a,sploush,4,140
2,within,173,250,within-category-game-a,sploush,5,140
13,within-splish,816,250,within-category-game-a,sploush,5,140
2,within,174,271,within-category-game-a,sploush,5,140
13,within-splish,780,271,within-category-game-a,sploush,5,140
2,within,175,261,within-category-game-a,sploush,5,140
13,within-splish,785,261,within-category-game-a,sploush,5,140
2,within,176,143,within-category-game-a,spout,1,141
13,within-splish,831,143,within-category-game-a,spout,1,141
2,within,177,144,within-category-game-a,spout,1,141
2,within,178,201,within-category-game-a,spout,1,141
2,within,179,169,within-category-game-a,spout,2,141
13,within-splish,834,169,within-category-game-a,spout,2,141
2,within,180,251,within-category-game-a,spout,2,141
2,within,181,172,within-category-game-a,spout,2,141
13,within-splish,802,172,within-category-game-a,spout,2,141
2,within,182,225,within-category-game-a,spout,2,141
13,within-splish,855,225,within-category-game-a,spout,2,141
2,within,183,163,within-category-game-a,spout,2,141
13,within-splish,825,163,within-category-game-a,spout,2,141
2,within,184,175,within-category-game-a,spout,3,141
2,within,185,234,within-category-game-a,spout,3,141
13,within-splish,868,234,within-category-game-a,spout,3,141
2,within,186,198,within-category-game-a,spout,3,141
13,within-splish,803,198,within-category-game-a,spout,3,141
2,within,187,253,within-category-game-a,spout,3,141
13,within-splish,830,253,within-category-game-a,spout,3,141
2,within,188,217,within-category-game-a,spout,3,141
2,within,189,199,within-category-game-a,spout,4,141
13,within-splish,808,199,within-category-game-a,spout,4,141
2,within,190,209,within-category-game-a,spout,4,141
13,within-splish,854,209,within-category-game-a,spout,4,141
3,between,191,453,between-category-game-a,frip,1,4
12,between-splish,634,453,between-category-game-a,frip,1,4
3,between,192,311,between-category-game-a,frip,1,4
3,between,193,372,between-category-game-a,frip,2,4
3,between,194,456,between-category-game-a,frip,2,4
3,between,195,517,between-category-game-a,frip,3,4
3,between,196,475,between-category-game-a,frip,3,4
12,between-splish,627,475,between-category-game-a,frip,3,4
3,between,197,299,between-category-game-a,frip,4,4
12,between-splish,610,299,between-category-game-a,frip,4,4
3,between,198,281,between-category-game-a,frip,4,4
12,between-splish,628,281,between-category-game-a,frip,4,4
3,between,199,390,between-category-game-a,frip,4,4
12,between-splish,567,390,between-category-game-a,frip,4,4
3,between,200,333,between-category-game-a,frip,4,4
3,between,201,523,between-category-game-a,frip,4,4
12,between-splish,599,523,between-category-game-a,frip,4,4
3,between,202,285,between-category-game-a,frip,5,4
3,between,203,307,between-category-game-a,frip,5,4
12,between-splish,646,307,between-category-game-a,frip,5,4
3,between,204,412,between-category-game-a,frip,5,4
3,between,205,432,between-category-game-a,frip,5,4
3,between,206,341,between-category-game-a,frip,5,4
12,between-splish,602,341,between-category-game-a,frip,5,4
3,between,207,323,between-category-game-a,frip,5,4
3,between,208,351,between-category-game-a,frip,5,4
12,between-splish,604,351,between-category-game-a,frip,5,4
3,between,209,377,between-category-game-a,frip,5,4
3,between,210,425,between-category-game-a,frip,5,4
3,between,211,342,between-category-game-a,frip,6,4
3,between,212,495,between-category-game-a,frip,6,4
12,between-splish,637,495,between-category-game-a,frip,6,4
3,between,213,384,between-category-game-a,frip,6,4
12,between-splish,565,384,between-category-game-a,frip,6,4
3,between,214,361,between-category-game-a,frip,6,4
3,between,215,405,between-category-game-a,frip,7,4
3,between,216,464,between-category-game-a,frip,7,4
3,between,217,420,between-category-game-a,frip,7,4
12,between-splish,644,420,between-category-game-a,frip,7,4
3,between,218,527,between-category-game-a,frip,7,4
12,between-splish,564,527,between-category-game-a,frip,7,4
3,between,219,504,between-category-game-a,frip,7,4
12,between-splish,616,504,between-category-game-a,frip,7,4
3,between,220,482,between-category-game-a,frip,8,4
12,between-splish,645,482,between-category-game-a,frip,8,4
3,between,221,297,between-category-game-a,heeh,1,1
12,between-splish,605,297,between-category-game-a,heeh,1,1
3,between,222,428,between-category-game-a,heeh,2,1
3,between,223,452,between-category-game-a,heeh,3,1
3,between,224,434,between-category-game-a,heeh,5,1
3,between,225,382,between-category-game-a,heeh,5,1
12,between-splish,590,382,between-category-game-a,heeh,5,1
3,between,226,309,between-category-game-a,heeh,5,1
12,between-splish,642,309,between-category-game-a,heeh,5,1
3,between,227,280,between-category-game-a,heeh,5,1
12,between-splish,558,280,between-category-game-a,heeh,5,1
3,between,228,345,between-category-game-a,heeh,5,1
3,between,229,353,between-category-game-a,heeh,5,1
3,between,230,360,between-category-game-a,heeh,5,1
12,between-splish,606,360,between-category-game-a,heeh,5,1
3,between,231,343,between-category-game-a,heeh,5,1
12,between-splish,620,343,between-category-game-a,heeh,5,1
3,between,232,331,between-category-game-a,heeh,5,1
12,between-splish,579,331,between-category-game-a,heeh,5,1
3,between,233,284,between-category-game-a,heeh,5,1
12,between-splish,571,284,between-category-game-a,heeh,5,1
3,between,234,313,between-category-game-a,heeh,6,1
12,between-splish,607,313,between-category-game-a,heeh,6,1
3,between,235,387,between-category-game-a,heeh,6,1
12,between-splish,611,387,between-category-game-a,heeh,6,1
3,between,236,528,between-category-game-a,heeh,6,1
3,between,237,470,between-category-game-a,heeh,6,1
12,between-splish,597,470,between-category-game-a,heeh,6,1
3,between,238,373,between-category-game-a,heeh,6,1
3,between,239,386,between-category-game-a,heeh,6,1
3,between,240,326,between-category-game-a,heeh,6,1
12,between-splish,649,326,between-category-game-a,heeh,6,1
3,between,241,497,between-category-game-a,heeh,6,1
3,between,242,463,between-category-game-a,heeh,6,1
12,between-splish,612,463,between-category-game-a,heeh,6,1
3,between,243,526,between-category-game-a,heeh,6,1
12,between-splish,603,526,between-category-game-a,heeh,6,1
3,between,244,417,between-category-game-a,heeh,7,1
3,between,245,515,between-category-game-a,heeh,7,1
12,between-splish,623,515,between-category-game-a,heeh,7,1
3,between,246,481,between-category-game-a,heeh,7,1
3,between,247,429,between-category-game-a,heeh,7,1
12,between-splish,630,429,between-category-game-a,heeh,7,1
3,between,248,457,between-category-game-a,heeh,8,1
12,between-splish,583,457,between-category-game-a,heeh,8,1
3,between,249,503,between-category-game-a,heeh,8,1
3,between,250,478,between-category-game-a,heeh,9,1
3,between,251,476,between-category-game-a,riri,10,2
3,between,252,465,between-category-game-a,riri,1,2
12,between-splish,643,465,between-category-game-a,riri,1,2
3,between,253,404,between-category-game-a,riri,5,2
3,between,254,286,between-category-game-a,riri,5,2
3,between,255,282,between-category-game-a,riri,5,2
12,between-splish,595,282,between-category-game-a,riri,5,2
3,between,256,328,between-category-game-a,riri,5,2
12,between-splish,648,328,between-category-game-a,riri,5,2
3,between,257,455,between-category-game-a,riri,5,2
12,between-splish,574,455,between-category-game-a,riri,5,2
3,between,258,498,between-category-game-a,riri,5,2
3,between,259,340,between-category-game-a,riri,5,2
12,between-splish,621,340,between-category-game-a,riri,5,2
3,between,260,316,between-category-game-a,riri,5,2
12,between-splish,562,316,between-category-game-a,riri,5,2
3,between,261,300,between-category-game-a,riri,6,2
12,between-splish,563,300,between-category-game-a,riri,6,2
3,between,262,363,between-category-game-a,riri,6,2
3,between,263,518,between-category-game-a,riri,6,2
3,between,264,524,between-category-game-a,riri,6,2
3,between,265,371,between-category-game-a,riri,6,2
12,between-splish,573,371,between-category-game-a,riri,6,2
3,between,266,330,between-category-game-a,riri,6,2
12,between-splish,591,330,between-category-game-a,riri,6,2
3,between,267,480,between-category-game-a,riri,6,2
3,between,268,419,between-category-game-a,riri,6,2
12,between-splish,570,419,between-category-game-a,riri,6,2
3,between,269,389,between-category-game-a,riri,6,2
3,between,270,436,between-category-game-a,riri,6,2
12,between-splish,633,436,between-category-game-a,riri,6,2
3,between,271,426,between-category-game-a,riri,6,2
3,between,272,308,between-category-game-a,riri,7,2
12,between-splish,600,308,between-category-game-a,riri,7,2
3,between,273,505,between-category-game-a,riri,7,2
12,between-splish,624,505,between-category-game-a,riri,7,2
3,between,274,529,between-category-game-a,riri,7,2
3,between,275,385,between-category-game-a,riri,7,2
3,between,276,379,between-category-game-a,riri,7,2
12,between-splish,631,379,between-category-game-a,riri,7,2
3,between,277,427,between-category-game-a,riri,7,2
3,between,278,334,between-category-game-a,riri,7,2
3,between,279,350,between-category-game-a,riri,8,2
12,between-splish,638,350,between-category-game-a,riri,8,2
3,between,280,413,between-category-game-a,riri,8,2
3,between,281,451,between-category-game-a,riri,9,2
3,between,282,418,between-category-game-a,splish,10,3
12,between-splish,434,418,between-category-game-a,splish,10,3
13,within-splish,708,418,between-category-game-a,splish,10,138
3,between,283,525,between-category-game-a,splish,10,3
12,between-splish,435,525,between-category-game-a,splish,10,3
13,within-splish,709,525,between-category-game-a,splish,10,138
3,between,284,454,between-category-game-a,splish,11,3
12,between-splish,436,454,between-category-game-a,splish,11,3
13,within-splish,710,454,between-category-game-a,splish,11,138
3,between,285,306,between-category-game-a,splish,4,3
12,between-splish,461,306,between-category-game-a,splish,4,3
13,within-splish,735,306,between-category-game-a,splish,4,138
3,between,286,305,between-category-game-a,splish,4,3
12,between-splish,462,305,between-category-game-a,splish,4,3
13,within-splish,736,305,between-category-game-a,splish,4,138
3,between,287,352,between-category-game-a,splish,4,3
12,between-splish,463,352,between-category-game-a,splish,4,3
13,within-splish,737,352,between-category-game-a,splish,4,138
3,between,288,287,between-category-game-a,splish,4,3
12,between-splish,464,287,between-category-game-a,splish,4,3
13,within-splish,738,287,between-category-game-a,splish,4,138
3,between,289,477,between-category-game-a,splish,4,3
12,between-splish,465,477,between-category-game-a,splish,4,3
13,within-splish,739,477,between-category-game-a,splish,4,138
3,between,290,339,between-category-game-a,splish,5,3
12,between-splish,467,339,between-category-game-a,splish,5,3
13,within-splish,741,339,between-category-game-a,splish,5,138
3,between,291,359,between-category-game-a,splish,5,3
12,between-splish,468,359,between-category-game-a,splish,5,3
13,within-splish,742,359,between-category-game-a,splish,5,138
3,between,292,365,between-category-game-a,splish,5,3
12,between-splish,470,365,between-category-game-a,splish,5,3
13,within-splish,744,365,between-category-game-a,splish,5,138
3,between,293,317,between-category-game-a,splish,5,3
12,between-splish,471,317,between-category-game-a,splish,5,3
13,within-splish,745,317,between-category-game-a,splish,5,138
3,between,294,374,between-category-game-a,splish,6,3
